201,615,0,354.0
201,615,0,354.0
201,615,0,354.0
201,615,0,354.0
201,615,0,354.0
201,615,0,354.0
768,422,809,429.0
768,609,809,411.0
1186,1122,809,231.5
146,25,810,361.5
25,954,810,455.0
23,7,810,407.5
1202,1084,810,398.0
259,947,810,477.0
1092,882,810,407.5
954,526,810,428.5
7,25,810,435.5
1138,882,810,407.5
1061,882,810,315.0
25,201,810,480.0
